quantity_index,z,p2p5,p16,median,p84,p97p5
5.000000000000000000e+00,4.840000000000000413e-01,-1.039220053701181712e+02,-7.801725725490153707e+01,-4.084756024325086798e+01,1.578553767886097958e+01,9.008609331822393074e+01
5.000000000000000000e+00,4.886666666666666936e-01,-1.056281390827607680e+02,-7.852608668562322691e+01,-4.073365699587028388e+01,1.576935112180361642e+01,8.905312115395898331e+01
5.000000000000000000e+00,4.933333333333333459e-01,-1.068949110034961620e+02,-7.897658516690057695e+01,-4.058517696671226815e+01,1.575231183946376490e+01,8.803635717959909357e+01
5.000000000000000000e+00,4.979999999999999982e-01,-1.083322719533400260e+02,-7.961811392499802764e+01,-4.042235902917013135e+01,1.573443568545885007e+01,8.703557283291002022e+01
5.000000000000000000e+00,5.026666666666667060e-01,-1.101424017285714001e+02,-8.006108895579690454e+01,-4.027658139394415571e+01,1.571573846086108439e+01,8.605054351124795176e+01
5.000000000000000000e+00,5.073333333333334139e-01,-1.118495825753405910e+02,-8.037575286664879570e+01,-4.011654484147336319e+01,1.569623588654548918e+01,8.508104838277856174e+01
5.000000000000000000e+00,5.120000000000000107e-01,-1.130109921016252770e+02,-8.083813951173455337e+01,-3.996726633519668326e+01,1.567594362074933123e+01,8.412687044808671999e+01
5.000000000000000000e+00,5.166666666666667185e-01,-1.144379407615114417e+02,-8.133413854760765105e+01,-3.991208017934707897e+01,1.565487724695360150e+01,8.318779643705789795e+01
5.000000000000000000e+00,5.213333333333334263e-01,-1.161251805856149701e+02,-8.187125612557787235e+01,-3.979547285009244462e+01,1.563305226937501935e+01,8.226361674855702688e+01
5.000000000000000000e+00,5.260000000000000231e-01,-1.175202188108689683e+02,-8.209246187178173670e+01,-3.968605699192182357e+01,1.561048410863770286e+01,8.135412539136464716e+01
5.000000000000000000e+00,5.306666666666667309e-01,-1.190522094114396623e+02,-8.245448483836895548e+01,-3.958979100213794311e+01,1.558718809762193303e+01,8.045911992634262333e+01
5.000000000000000000e+00,5.353333333333333277e-01,-1.205438873287268677e+02,-8.292969173072934552e+01,-3.948954043635410471e+01,1.556317947748651953e+01,7.957840140980296439e+01
5.000000000000000000e+00,5.400000000000000355e-01,-1.221260835460066403e+02,-8.319325042013011284e+01,-3.938533387938606012e+01,1.553847339386168613e+01,7.871177433805175383e+01
5.000000000000000000e+00,5.446666666666666323e-01,-1.238492020149911355e+02,-8.349299017382436716e+01,-3.924873655813104278e+01,1.551308490137486196e+01,7.785904663406546433e+01
5.000000000000000000e+00,5.493333333333333401e-01,-1.250659331258098348e+02,-8.389673575455994126e+01,-3.911639492359582704e+01,1.548702893579365281e+01,7.702002947118913312e+01
5.000000000000000000e+00,5.540000000000000480e-01,-1.261932301476807368e+02,-8.437012540041675379e+01,-3.899683978370772763e+01,1.546032033497330538e+01,7.619453734433790260e+01
5.000000000000000000e+00,5.586666666666666448e-01,-1.267903860235394262e+02,-8.469661783299912372e+01,-3.887345963240092317e+01,1.543490293924862300e+01,7.538238797785353995e+01
