quantity_index,z,p2p5,p16,median,p84,p97p5
2.000000000000000000e+00,5.213333333333334263e-01,1.933122203784026283e+01,2.087020366321128506e+01,2.207896961355798737e+01,2.313354614158353328e+01,2.415577215326226224e+01
2.000000000000000000e+00,5.260000000000000231e-01,1.922081334952157405e+01,2.078377228094808871e+01,2.201955043408375445e+01,2.309886438110625662e+01,2.416250748176110008e+01
2.000000000000000000e+00,5.306666666666667309e-01,1.911423413210409450e+01,2.069842160449947954e+01,2.195977033706778769e+01,2.306950991379936511e+01,2.416863458453887858e+01
2.000000000000000000e+00,5.353333333333333277e-01,1.900807987424841627e+01,2.060628323788382588e+01,2.190302347530903404e+01,2.303681548987502836e+01,2.416001237277730951e+01
2.000000000000000000e+00,5.400000000000000355e-01,1.889701456735549101e+01,2.051837273166985653e+01,2.184138012380676841e+01,2.300276938289840700e+01,2.414285709284179404e+01
2.000000000000000000e+00,5.446666666666666323e-01,1.879682515138332732e+01,2.042757703682716652e+01,2.177921409871425595e+01,2.296709768341600011e+01,2.413250493383681672e+01
2.000000000000000000e+00,5.493333333333333401e-01,1.868657816901136215e+01,2.033892844944485034e+01,2.172320402914813187e+01,2.293393552303278327e+01,2.413513585985954890e+01
2.000000000000000000e+00,5.540000000000000480e-01,1.856888112739286356e+01,2.024617863028280595e+01,2.166440891158514503e+01,2.290334126086118971e+01,2.413448064669734094e+01
2.000000000000000000e+00,5.586666666666666448e-01,1.844771357733346306e+01,2.016414590467896062e+01,2.160406360727884945e+01,2.286350094249821296e+01,2.414701234738128832e+01
2.000000000000000000e+00,5.633333333333333526e-01,1.832360931406746118e+01,2.008006064752902020e+01,2.154978213756479377e+01,2.283236212892206041e+01,2.414359402792430487e+01
2.000000000000000000e+00,5.680000000000000604e-01,1.820604821191704303e+01,1.999316420027393804e+01,2.149189626506382211e+01,2.280569480949508332e+01,2.415289425961161029e+01
2.000000000000000000e+00,5.726666666666666572e-01,1.809441502192316520e+01,1.990891327841060132e+01,2.143415698779710610e+01,2.277072064931189743e+01,2.416540801144376260e+01
2.000000000000000000e+00,5.773333333333333650e-01,1.797329008161642960e+01,1.982082413508802077e+01,2.137933984114031105e+01,2.273057512160841043e+01,2.416921370704955763e+01
