z,DM_over_rd,DM_over_rd_jk_sigma,DH_over_rd,DH_over_rd_jk_sigma,dDM_over_rd_dz,dDM_over_rd_dz_jk_sigma,dDH_over_rd_dz,dDH_over_rd_dz_jk_sigma,d2DM_over_rd_dz2,d2DM_over_rd_dz2_jk_sigma,d2DH_over_rd_dz2,d2DH_over_rd_dz2_jk_sigma,S2,S2_formal_sigma,S1_pivot,S1_pivot_formal_sigma,S0_pivot,S0_pivot_formal_sigma
6.450000000000000178e-01,1.546198229820657311e+01,2.919835323235376867e-01,2.207418489638745385e+01,7.108023452851612856e-01,1.704341947433403703e+01,1.588973581037344207e+00,-5.986483499699380317e+00,4.108633078577189401e+00,1.421295206714994919e+01,8.496087464169390202e+00,-5.848312436633387534e+01,3.398792335288123212e+01,-3.174236938982036627e+00,7.487287350128070118e-01,1.826562639271198885e+00,4.969096985776377817e-01,9.094660580895483903e-01,5.429834808439545912e-02
6.488888888888889594e-01,1.552837094410462271e+01,2.933922232338996294e-01,2.205046246922727349e+01,7.143706405800270831e-01,1.709962159303407248e+01,1.566556098094455507e+00,-6.213472860251096463e+00,3.998861470869389478e+00,1.469092710075896058e+01,8.617901275974672259e+00,-5.825318284848655281e+01,3.398901633513400355e+01,-3.221763058327855145e+00,7.719498209854341875e-01,1.798345412223396167e+00,4.796451834719593910e-01,9.163710387106166477e-01,5.014955758904235394e-02
6.527777777777779011e-01,1.559498176731483454e+01,2.948444806753383607e-01,2.202585906069454325e+01,7.179357355739733881e-01,1.715768176694432867e+01,1.544152539013708525e+00,-6.439555457580954823e+00,3.890329676110744206e+00,1.516853713889835298e+01,8.740299636287547358e+00,-5.801679749780372219e+01,3.398227197732883553e+01,-3.271653782202037508e+00,7.969999373403865439e-01,1.770019786847304655e+00,4.623652745541511622e-01,9.229731788985949814e-01,4.618500355344502817e-02
6.566666666666667318e-01,1.566182199105469763e+01,2.963334209076081138e-01,2.200037824568795131e+01,7.214713391748422966e-01,1.721759873760948523e+01,1.521794827594286081e+00,-6.664706332218446327e+00,3.783168697616313469e+00,1.564586491535798984e+01,8.863326029150714547e+00,-5.777401985554969599e+01,3.396772103776709173e+01,-3.324057321590742298e+00,8.240302538902395391e-01,1.741577333120449822e+00,4.450617895899816601e-01,9.292767578673279960e-01,4.240168193642770283e-02
6.605555555555555625e-01,1.572889883427256841e+01,2.978523327424396627e-01,2.197402369577841341e+01,7.249527960434080098e-01,1.727937156774586569e+01,1.499517291351351256e+00,-6.888900727161018978e+00,3.677518905958101492e+00,1.612299287352879418e+01,8.987024270147980332e+00,-5.752490250461251975e+01,3.394539656683033257e+01,-3.379134284169698965e+00,8.532076778255258676e-01,1.713009527562420198e+00,4.277264898399136817e-01,9.352859223471092776e-01,3.879670517089896242e-02
6.644444444444445041e-01,1.579621951289460036e+01,2.993946884604574699e-01,2.194679917841384054e+01,7.283570412081857848e-01,1.734299964014907047e+01,1.477356858054400091e+00,-7.112114091898805057e+00,3.573530896869201445e+00,1.660000318541353792e+01,9.111438486183400798e+00,-5.726949905609744462e+01,3.391533388556801754e+01,-3.437058998122442866e+00,8.847169267677649218e-01,1.684307749158674206e+00,4.103510747892664123e-01,9.410046894320502897e-01,3.536729905207312147e-02
6.683333333333334458e-01,1.586379123799913593e+01,3.009541527215328638e-01,2.191870855610841673e+01,7.316625486305157189e-01,1.740848265704858022e+01,1.455353260053129150e+00,-7.334322086386850792e+00,3.471366383288343016e+00,1.707697776403182743e+01,9.236613096584733285e+00,-5.700786413570764211e+01,3.387757056393199662e+01,-3.498021009294062900e+00,9.187629246838840968e-01,1.655463275216480623e+00,3.929271772687988884e-01,9.464369493359643393e-01,3.211080012206428413e-02
6.722222222222222765e-01,1.593162122423902183e+01,3.025245899232686941e-01,2.188975578561644042e+01,7.348492755495849016e-01,1.747582063822206422e+01,1.433549245690940221e+00,-7.555500584963928290e+00,3.371199103366440131e+00,1.755399829747572227e+01,9.362592804178255790e+00,-5.674005336991530868e+01,3.383214639865682472e+01,-3.562226778749846723e+00,9.555735792638105908e-01,1.626467277150348334e+00,3.754463580047661120e-01,9.515864680592257541e-01,2.902465296639178405e-02
6.761111111111111072e-01,1.599971668796620250e+01,3.041000698218487286e-01,2.185994491709111998e+01,7.378986041563793119e-01,1.754501392061900589e+01,1.411990793386254106e+00,-7.775625680217239655e+00,3.273215717649163636e+00,1.803114626100839502e+01,9.489422582128794303e+00,-5.646612337192704700e+01,3.377910339078785995e+01,-3.629901612749794282e+00,9.954030115253038602e-01,1.597310816194112748e+00,3.579001002764282124e-01,9.564568899691457959e-01,2.610640736241135948e-02
6.800000000000000488e-01,1.606808484540803050e+01,3.056748718116554797e-01,2.182928009322835194e+01,7.407932818881052262e-01,1.761606315789869015e+01,1.390727325810875437e+00,-7.994673686792065581e+00,3.177616657630303099e+00,1.850850292923306029e+01,9.617147663306379712e+00,-5.618613172744647954e+01,3.371848572285902179e+01,-3.701291863129905657e+00,1.038535321006721190e+00,1.567984839036930422e+00,3.402798047359369416e-01,9.610517402960998545e-01,2.335371655956168177e-02
6.838888888888889905e-01,1.613673291594797021e+01,3.072434881548872787e-01,2.179776554839590119e+01,7.435173614039888301e-01,1.768896931943664796e+01,1.369811919920428833e+00,-8.212621145145675428e+00,3.084616874126771435e+00,1.898614939900261689e+01,9.745813535317962462e+00,-5.590013698023849997e+01,3.365033973572500514e+01,-3.776667443348162401e+00,1.085288992305592171e+00,1.538480173380242455e+00,3.225767836555237245e-01,9.653744275477913472e-01,2.076433408607465669e-02
6.877777777777778212e-01,1.620566812335215445e+01,3.088006262123286216e-01,2.176540560774799715e+01,7.460561410997419429e-01,1.776373368966936184e+01,1.349301506294486863e+00,-8.429444825244770456e+00,2.994446417302050634e+00,1.946416660790188047e+01,9.875465936160511049e+00,-5.560819861749777715e+01,3.357471390505374842e+01,-3.856324714321989422e+00,1.136022066798958674e+00,1.508787523412785880e+00,3.047822551157940429e-01,9.694282458437719630e-01,1.833611170498168630e-02
6.916666666666666519e-01,1.627489769699338851e+01,3.103412098914626327e-01,2.173220468632570501e+01,7.483961068413752526e-01,1.784035786751069352e+01,1.329257050547846264e+00,-8.645121730205596933e+00,2.907350760814593205e+00,1.994263535266005860e+01,1.000615085169108553e+01,-5.531037705502625812e+01,3.349165881748620421e+01,-3.940589805057352457e+00,1.191138237940200240e+00,1.478897465200637917e+00,2.868873376786002516e-01,9.732163771723528756e-01,1.606699752561696615e-02
6.955555555555555935e-01,1.634442887307316283e+01,3.118603804785525235e-01,2.169816728814327078e+01,7.505248754480429163e-01,1.791884376583984917e+01,1.309743707739014829e+00,-8.859629099876094926e+00,2.823590761165013951e+00,2.042163630749915271e+01,1.013791451474362582e+01,-5.500673362222283913e+01,3.340122714647233693e+01,-4.029822446463512620e+00,1.251094059036617523e+00,1.448800441989190224e+00,2.688830441875358912e-01,9.767418935719696105e-01,1.395503365201251726e-02
6.994444444444445352e-01,1.641426889584167981e+01,3.133534970102673789e-01,2.166329800526059302e+01,7.524311403259468234e-01,1.799919361106048399e+01,1.290830938917754134e+00,-9.072944414359236376e+00,2.743442121334935369e+00,2.090125004242315754e+01,1.027080340574132045e+01,-5.469733054688924767e+01,3.330347362779372844e+01,-4.124420413328491186e+00,1.316407505674967782e+00,1.418486759413936316e+00,2.507602758495816597e-01,9.800077592389179193e-01,1.199835427062984766e-02
7.033333333333333659e-01,1.648442501881643807e+01,3.148161363291900883e-01,2.162760151684217647e+01,7.541046195491192261e-01,1.808140994273094648e+01,1.272592577117936941e+00,-9.285045397477022178e+00,2.667194207839936215e+00,2.138155704145358271e+01,1.040486425466909282e+01,-5.438223093985618561e+01,3.319845503478415338e+01,-4.224824690063782917e+00,1.387668188406955716e+00,1.387946580616784331e+00,2.325098159539108478e-01,9.830168325634175419e-01,1.019518352568868705e-02
7.072222222222221966e-01,1.655490450599942420e+01,3.162440929565987213e-01,2.159108258820268844e+01,7.555360065957288374e-01,1.816549561326525364e+01,1.255106828334551672e+00,-9.495910020174314070e+00,2.595148056363738132e+00,2.186263772081622747e+01,1.054014404428606788e+01,-5.406149877943338566e+01,3.308623015326124772e+01,-4.331525501644089005e+00,1.465549590743223218e+00,1.357169921264636869e+00,2.141223238675044882e-01,9.857718680957844315e-01,8.543833958435406370e-03
7.111111111111111382e-01,1.662571463309332032e+01,3.176333789056494106e-01,2.155374606983939145e+01,7.567169238775885987e-01,1.825145378770471893e+01,1.238456191494484493e+00,-9.705516503861820965e+00,2.527613398782168286e+00,2.234457244708440271e+01,1.067669001447018928e+01,-5.373519889568810726e+01,3.296685975618419207e+01,-4.445069383657511253e+00,1.550823802165304910e+00,1.326146644466826841e+00,1.955883282476042762e-01,9.882755184445026764e-01,7.042704575787177811e-03
7.150000000000000799e-01,1.669686268871692292e+01,3.189802235481741244e-01,2.151559689645171858e+01,7.576398791443796910e-01,1.833928794356010883e+01,1.222727280366497915e+00,-9.913843323697639320e+00,2.464904560616246076e+00,2.282744155528365226e+01,1.081454966759902803e+01,-5.340339695455574542e+01,3.284040657805286401e+01,-4.566067506516231056e+00,1.644379350064380185e+00,1.294866455587943443e+00,1.768982207978644916e-01,9.905303361078808821e-01,5.690279211653166691e-03
7.188888888888889106e-01,1.676835597562011770e+01,3.202810736396343172e-01,2.147664008594818696e+01,7.582982247997654968e-01,1.842900187072405771e+01,1.208010530039607788e+00,-1.012086921180670451e+01,2.407335120443897747e+00,2.331132536696329538e+01,1.095377077488068274e+01,-5.306615944178699351e+01,3.270693528906654279e+01,-4.695205521291327067e+00,1.747242894501967791e+00,1.263318896952477344e+00,1.580422493088420310e-01,9.925387752409307041e-01,4.485124959764783328e-03
7.227777777777778523e-01,1.684020181189866605e+01,3.215325935986206862e-01,2.143688073844095499e+01,7.586861201331428495e-01,1.852059967145381592e+01,1.194399771358930940e+00,-1.032657316043752260e+01,2.355211298346245652e+00,2.379630420823966475e+01,1.109440138355816075e+01,-5.272355364673568801e+01,3.256651246906096731e+01,-4.833255261871646447e+00,1.860605771959782828e+00,1.231493342437650185e+00,1.390105107295242504e-01,9.943031933590843474e-01,3.425890441813681138e-03
7.266666666666667940e-01,1.691240753220900217e+01,3.227316661304187595e-01,2.139632403522815807e+01,7.587984964454472792e-01,1.861408576042400398e+01,1.181991658894513408e+00,-1.053093442505545596e+01,2.308824152534649343e+00,2.428245842781620922e+01,1.123648982491828718e+01,-5.237564764599161293e+01,3.241920658124442411e+01,-4.981088725015254681e+00,1.985856673608108469e+00,1.199378991950701190e+00,1.197929442704537967e-01,9.958258529801831127e-01,2.511304622089876367e-03
7.305555555555556246e-01,1.698498048898341395e+01,3.238753932779919742e-01,2.135497523776439266e+01,7.586310250301179225e-01,1.870946486484948323e+01,1.170884941958777681e+00,-1.073393252737214709e+01,2.268440808916756257e+00,2.476986841498551684e+01,1.138008472304368368e+01,-5.202251028686265499e+01,3.226508794575554617e+01,-5.139694862945006548e+00,2.124622125638954806e+00,1.166964865786764838e+00,1.003793241393711455e-01,9.971089232062986252e-01,1.740175336615019767e-03
7.344444444444444553e-01,1.705792805364586329e+01,3.249610979785924059e-01,2.131283968661954731e+01,7.581800879585202102e-01,1.880674202467820422e+01,1.161179574129009184e+00,-1.093554725831045360e+01,2.234295115092314710e+00,2.525861461761833482e+01,1.152523500425299119e+01,-5.166421117071063662e+01,3.210422871306653292e+01,-5.310199871532351956e+00,2.278816984414886448e+00,1.134239798863419191e+00,8.075925164224269370e-02,9.981544812467414429e-01,1.111387510801324988e-03
7.383333333333333970e-01,1.713125761782858447e+01,3.259863262001482243e-01,2.126992280042616912e+01,7.574427516126367443e-01,1.890592259285392274e+01,1.152975664757225349e+00,-1.113575868090417131e+01,2.206578274785954807e+00,2.574877756014448238e+01,1.167198990717968954e+01,-5.130082063614529631e+01,3.193670283725806058e+01,-5.493891853506027267e+00,2.450707871668561300e+00,1.101192434827891864e+00,6.092214842615010367e-02,9.989645138836010796e-01,6.239028223070427343e-04
7.422222222222223387e-01,1.720497659459000772e+01,3.269488497280211847e-01,2.122623007481573154e+01,7.564167429052657265e-01,1.900701223564892572e+01,1.146372285901431365e+00,-1.133454713313222406e+01,2.185430148458744171e+00,2.624043786153104563e+01,1.182039899344591838e+01,-5.093240974208092098e+01,3.176258604919377859e+01,-5.692250998409457807e+00,2.642993491766425507e+00,1.067811220032747421e+00,4.085724783785893433e-02,9.995409188811630319e-01,2.767576207162502429e-04
7.461111111111111693e-01,1.727909241963395459e+01,3.278466696702825867e-01,2.118176708134405217e+01,7.551004281288770104e-01,1.911001693306664961e+01,1.141466159510510225e+00,-1.153189323068673211e+01,2.170931964978375373e+00,2.673367625326241992e+01,1.197051215889156062e+01,-5.055905025066029168e+01,3.158195582962421000e+01,-5.906986774729751311e+00,2.858907161090881832e+00,1.034084397375813147e+00,2.055358731870206290e-02,9.998855063404405996e-01,6.906230503945757105e-05
7.500000000000000000e-01,1.735361255253062041e+01,3.286780207478217641e-01,2.113653946640594938e+01,7.534927943778327863e-01,1.921494297931417705e+01,1.138350261700049160e+00,-1.172777786967432689e+01,2.163101148542772911e+00,2.722857359732761395e+01,1.212237964532357459e+01,-5.018081461005012756e+01,3.139489138225228615e+01,-6.140084111556345370e+00,3.102348856869924454e+00,1.000000000000000222e+00,1.110889918157634555e-12,1.000000000000000000e+00,0.000000000000000000e+00
7.538888888888889417e-01,1.742854447793949646e+01,3.294413764342681294e-01,2.109055295013963871e+01,7.515934334944428530e-01,1.932179698334478957e+01,1.137112392386656401e+00,-1.192218222925039939e+01,2.161888812932449166e+00,2.772521090421964374e+01,1.227605205275412459e+01,-4.979777593711318673e+01,3.120147360679522919e+01,-6.393861211126471211e+00,3.378056914675307887e+00,9.655458448485093603e-01,2.081489360302744146e-02,9.998860384842789273e-01,6.882585421543221374e-05
7.577777777777778834e-01,1.750389570683457663e+01,3.301354550101799901e-01,2.104381332532098625e+01,7.494025284969262346e-01,1.943058586947049093e+01,1.137833767980180655e+00,-1.211508777418569949e+01,2.167180225385091141e+00,2.822366935095212881e+01,1.243158035209952139e+01,-4.941000799996136550e+01,3.100178507207951384e+01,-6.671042559447105447e+00,3.691833573906211807e+00,9.307095260708414530e-01,4.190269458804927322e-02,9.995451765004870204e-01,2.748655295946986123e-04
7.616666666666667140e-01,1.757967377773203310e+01,3.307592265954756861e-01,2.099632645624784288e+01,7.469208424564744986e-01,1.954131687804463269e+01,1.140587700786056979e+00,-1.230647625736479789e+01,2.178798234319206717e+00,2.872403029909807159e+01,1.258901589831496004e+01,-4.901758520039457778e+01,3.079590998920910039e+01,-6.974852009826262744e+00,4.050844578736700896e+00,8.954784082748795671e-01,6.327523407022016266e-02,9.989788859851412850e-01,6.175152319077936540e-04
7.655555555555555447e-01,1.765588625792072008e+01,3.313119212243488820e-01,2.094809827761493182e+01,7.441497098005430688e-01,1.965399756621482652e+01,1.145438429960097704e+00,-1.249632972221620264e+01,2.196509344817079157e+00,2.922637531285593226e+01,1.274841044394294798e+01,-4.862058255623020386e+01,3.058393418484924453e+01,-7.309132686954953328e+00,4.464021964183828572e+00,8.598396196201644193e-01,8.494458310224793640e-02,9.981885572013144969e-01,1.096239645075660794e-03
7.694444444444444864e-01,1.773254074469570796e+01,3.317930380268378499e-01,2.089913479337927882e+01,7.410910300310270538e-01,1.976863580874605830e+01,1.152440164473191420e+00,-1.268463050507340029e+01,2.220031870409291841e+00,2.973078617714786986e+01,1.290981615305575225e+01,-4.821907568352794726e+01,3.036594507467238557e+01,-7.678503182251067649e+00,4.942612719742342620e+00,8.237800447474136201e-01,1.069230613046484035e-01,9.971754997875098558e-01,1.710572475603156298e-03
7.733333333333334281e-01,1.780964486659522450e+01,3.322023555815821760e-01,2.084944207561670382e+01,7.377472638574815722e-01,1.988523979891431637e+01,1.161636388474218462e+00,-1.287136123746661553e+01,2.249045431547898488e+00,3.023734491575549654e+01,1.307328561557450186e+01,-4.781314077871483192e+01,3.014203163701500898e+01,-8.088563536208072335e+00,5.500936976925901334e+00,7.872863175391255908e-01,1.292232473430620088e-01,9.959409437591538738e-01,2.460114541331269531e-03
7.772222222222222587e-01,1.788720628436970372e+01,3.325399434990510272e-01,2.079902626336945204e+01,7.341214317582364091e-01,2.000381804944163733e+01,1.173059464376649874e+00,-1.305650484834488800e+01,2.283201027184002641e+00,3.074613380892339620e+01,1.323887186176643205e+01,-4.740285460061531353e+01,2.991228438679919677e+01,-8.546170560953397555e+00,6.157452354759095137e+00,7.503448137060095835e-01,1.518579881447930935e-01,9.944860404635815776e-01,3.344534136993236768e-03
7.811111111111110894e-01,1.796523268857379918e+01,3.328061752417637575e-01,2.074789356148538388e+01,7.302171149950620332e-01,2.012437939309713997e+01,1.186730550267611983e+00,-1.324004456622812675e+01,2.322130966532264029e+00,3.125723540384509391e+01,1.340662837480115499e+01,-4.698829445239123004e+01,2.967679534977600753e+01,-9.059811354194350130e+00,6.936274329721721088e+00,7.129416431938102594e-01,1.748404097950744807e-01,9.928118634893895456e-01,4.363565623474439416e-03
7.850000000000000311e-01,1.804373181342203125e+01,3.330017426084523335e-01,2.069605023944890121e+01,7.260384591201389792e-01,2.024693298520522688e+01,1.202659829717526829e+00,-1.342196392128868432e+01,2.365458084393615934e+00,3.177073255963318132e+01,1.357660911462984288e+01,-4.656953816339682817e+01,2.943565803715292617e+01,-9.640118442108375874e+00,7.869390290498800233e+00,6.750626424049830376e-01,1.981839276808254890e-01,9.909194095309735717e-01,5.517009201203285605e-03
7.888888888888889728e-01,1.812271142486998698e+01,3.331276711620565489e-01,2.064350263020391907e+01,7.215901800272458422e-01,2.037148830343753403e+01,1.220847028870972739e+00,-1.360224674736225481e+01,2.412803838038848792e+00,3.228670843778439803e+01,1.374886852479317589e+01,-4.614666407095350564e+01,2.918896742067231642e+01,-1.030059343107073744e+01,8.999953936087583983e+00,6.366933662294665952e-01,2.219022575184751711e-01,9.888095992090353281e-01,6.804730471163067916e-03
7.927777777777778034e-01,1.820217932636055380e+01,3.331853374669933032e-01,2.059025712896916005e+01,7.168775726123367553e-01,2.049805514950771013e+01,1.241282184846412617e+00,-1.378087718388773908e+01,2.463795061740239767e+00,3.280524653007050517e+01,1.392346155145184738e+01,-4.571975100204946330e+01,2.893681990821332306e+01,-1.105864475279757109e+01,1.038730709749293268e+01,5.978190798786779947e-01,2.460094263515145985e-01,9.864832778478108688e-01,8.226660099523157299e-03
7.966666666666667451e-01,1.828214336008667118e+01,3.331764877752638743e-01,2.053632019204601988e+01,7.119065221211194894e-01,2.062664365049171522e+01,1.263946613328385871e+00,-1.395783967777580692e+01,2.518069310976016606e+00,3.332643067700469430e+01,1.410044365970423108e+01,-4.528887825496915553e+01,2.867931331999611899e+01,-1.193711095625729968e+01,1.211484699441978563e+01,5.584247505166630710e-01,2.705197843071323049e-01,9.839412162097347370e-01,9.782792789205388764e-03
8.005555555555556868e-01,1.836261140825918048e+01,3.331032582900491645e-01,2.048169833561937381e+01,7.066835182736129761e-01,2.075726426022006876e+01,1.288814018230203473e+00,-1.413311898520591114e+01,2.575278848136194121e+00,3.385034508638041473e+01,1.427987085020709301e+01,-4.485412558085771195e+01,2.841654686547405362e+01,-1.296655700698094726e+01,1.430274188535879532e+01,5.184950386821731705e-01,2.954480161958768503e-01,9.811841111882342314e-01,1.147318769069115459e-02
8.044444444444445175e-01,1.844359139438046924e+01,3.329681970416792369e-01,2.042639813455144093e+01,7.012156722663084318e-01,2.088992776074229241e+01,1.315851684594489202e+00,-1.430670017335142319e+01,2.635093401594210238e+00,3.437707435188915639e+01,1.446179967609506889e+01,-4.441557316522533227e+01,2.814862112100605174e+01,-1.418884352338008625e+01,1.712923553971195290e+01,4.780142894952686961e-01,3.208091538365894779e-01,9.782125864592601250e-01,1.329796739343598773e-02
8.083333333333333481e-01,1.852509128452384601e+01,3.327742873975070848e-01,2.037042622116915780e+01,6.955107367623202252e-01,2.102464526386403776e+01,1.345021699130167558e+00,-1.447856862203283512e+01,2.697201873879848666e+00,3.490670347182123834e+01,1.464628726019420846e+01,-4.397330160939656452e+01,2.787563800841125072e+01,-1.566287600392588431e+01,2.086786968730332958e+01,4.369665236418290855e-01,3.466185882282468156e-01,9.750271930922215224e-01,1.525731854597556919e-02
8.122222222222222898e-01,1.860711908861895836e+01,3.325249732097838029e-01,2.031378928404518902e+01,6.895771289867873577e-01,2.116142821275695241e+01,1.376282149585392300e+00,-1.464871002529860000e+01,2.761313189824444958e+00,3.543931786785505267e+01,1.483339131252633791e+01,-4.352739191190983803e+01,2.759770077451577563e+01,-1.747426348540615848e+01,2.595581913294596177e+01,3.953354281292131844e-01,3.728920830957669907e-01,9.716284101208507717e-01,1.735149065359456802e-02
8.161111111111112315e-01,1.868968286174375493e+01,3.322241855834746072e-01,2.025649406677302267e+01,6.834239570492613991e-01,2.130028838364192367e+01,1.409588263228755078e+00,-1.481711039293364962e+01,2.827156470442755865e+00,3.597500340394039142e+01,1.502317014810221885e+01,-4.307792544987233185e+01,2.731491397181260083e+01,-1.975238450048396999e+01,3.312703110810452500e+01,3.531043468060622303e-01,3.996457875619748856e-01,9.680166450745943951e-01,1.958079663699686251e-02
8.200000000000000622e-01,1.877279070542302009e+01,3.318763712180049508e-01,2.019854736673626761e+01,6.770610496147283497e-01,2.144123788754588844e+01,1.444893454775620700e+00,-1.498375605189528770e+01,2.894480700751683067e+00,3.651384640528071657e+01,1.521568270500148756e+01,-4.262498396027499581e+01,2.702738344036659512e+01,-2.270245909286320085e+01,4.369123003732708099e+01,3.102562706390634695e-01,4.268962501354133798e-01,9.641922344710198711e-01,2.194561236285510336e-02
8.238888888888888928e-01,1.885645076893398553e+01,3.314865222423515889e-01,2.013995603387252231e+01,6.704989890398805885e-01,2.158428917213266374e+01,1.482150264061189882e+00,-1.514863364767632881e+01,2.963054035918215146e+00,3.705593367741992950e+01,1.541098856273885609e+01,-4.216864952127325950e+01,2.673521629110999598e+01,-2.667066417106754272e+01,6.017467453562665014e+01,2.667738277392818214e-01,4.546604326685226849e-01,9.601554442697266545e-01,2.444637675974708352e-02
8.277777777777778345e-01,1.894067125061911128e+01,3.310602074208938150e-01,2.008072696943210289e+01,6.637491480788243470e-01,2.172945502360826708e+01,1.521311172816942170e+00,-1.531173014559542978e+01,3.032662864516847190e+00,3.760135252543878437e+01,1.560914796091602597e+01,-4.170900453343827508e+01,2.643852089068704103e+01,-3.229024436479892302e+01,8.797781037712933028e+01,2.226392731304320527e-01,4.829557251219744329e-01,9.559064702882379416e-01,2.708359166990704017e-02
8.316666666666667762e-01,1.902546039920649079e+01,3.306036045564740289e-01,2.002086712473190033e+01,6.568237302414328127e-01,2.187674856870101436e+01,1.562329297548965767e+00,-1.547303283201440216e+01,3.103110723100594104e+00,3.815019077326643782e+01,1.581022181816026517e+01,-4.124613170098414372e+01,2.613740684802373693e+01,-4.085689865912060270e+01,1.404192732383541511e+02,1.778344782512737143e-01,5.117999601175311497e-01,9.514454385802827430e-01,2.985782197961847628e-02
8.355555555555556069e-01,1.911082651513804009e+01,3.301235338570423505e-01,1.996038349990460503e+01,6.497358138548607887e-01,2.202618327671704890e+01,1.605158961519099758e+00,-1.563252931548254132e+01,3.174217134329921919e+00,3.870253678311244272e+01,1.601427175135003012e+01,-4.078011401297596450e+01,2.583198500281557841e+01,-5.550183595386351243e+01,2.581971588395225012e+02,1.323409201840143046e-01,5.412114287511060606e-01,9.467724057768696078e-01,3.276969552279641179e-02
8.394444444444444375e-01,1.919677795190591851e+01,3.296274919612973142e-01,1.989928314264364673e+01,6.424993998316637089e-01,2.217777296167163215e+01,1.649756153186508145e+00,-1.579020752780777137e+01,3.245816422243687160e+00,3.925847947502484914e+01,1.622136009512982469e+01,-4.031103472452406322e+01,2.552236741614689564e+01,-8.622435450018562619e+01,6.205936373056350703e+02,8.613967060045614466e-02,5.712088962557988481e-01,9.418873593905306985e-01,3.581990354083143535e-02
8.433333333333333792e-01,1.928332311739726990e+01,3.291236862370380267e-01,1.983757314694413765e+01,6.351294630831521015e-01,2.233153178449676446e+01,1.696078881321676279e+00,-1.594605572505475699e+01,3.317756542999544589e+00,3.981810834657947140e+01,1.643154992171604434e+01,-3.983897733796962370e+01,2.520866736347817394e+01,-1.915859966078774335e+02,3.049649878770618216e+03,3.921138441728167640e-02,6.018116183747324044e-01,9.367902180830818271e-01,3.900920042974387325e-02
8.472222222222223209e-01,1.937047047524782428e+01,3.286210688725365592e-01,1.977526065184005333e+01,6.276420074294026819e-01,2.248747425532561550e+01,1.744087438587814898e+00,-1.610006248846969967e+01,3.389897957324155886e+00,4.038151349270630419e+01,1.664490506099635070e+01,-3.936402558406674501e+01,2.489099933026326283e+01,8.979838554009519385e+02,6.664941888194266357e+04,-8.463711848295005918e-03,6.330393582675133413e-01,9.314808318972044310e-01,4.233840416571054560e-02
8.511111111111111516e-01,1.945822854620441333e+01,3.281293701768212556e-01,1.971235284013791400e+01,6.200541237434465947e-01,2.264561523585436120e+01,1.793744585959418547e+00,-1.625221672533203332e+01,3.462112561598017280e+00,4.094878562565827451e+01,1.686149012092595711e+01,-3.888626340316614005e+01,2.456947901048702576e+01,1.351562948045422843e+02,1.501121207161659868e+03,-5.690583203163112475e-02,6.649124038940298353e-01,9.259589824521275991e-01,4.580839668310546231e-02
8.549999999999999822e-01,1.954660590949691823e+01,3.276591303896160823e-01,1.964885693714740356e+01,6.123840509204305782e-01,2.280596994178195303e+01,1.845015670175043088e+00,-1.640250766973299079e+01,3.534282687501513642e+00,4.152001609512833369e+01,1.708137050822397640e+01,-3.840577492640566248e+01,2.424422330844743811e+01,7.335084750351956018e+01,4.393275648173930676e+02,-1.061356425918430629e-01,6.974515860139608447e-01,9.202243831037177912e-01,4.942012391053524772e-02
8.588888888888889239e-01,1.963561120421980632e+01,3.272217291781603921e-01,1.958478020940897935e+01,6.046512390775775625e-01,2.296855394532843064e+01,1.897868685733681282e+00,-1.655092488328094902e+01,3.606300175025403121e+00,4.209529690852002659e+01,1.730461244937371035e+01,-3.792264445691278496e+01,2.391535034414259542e+01,5.047070185524172814e+01,2.065543734914218987e+02,-1.561742752107173338e-01,7.306782966978780935e-01,9.142766790691382317e-01,5.317459626327527417e-02
8.627777777777778656e-01,1.972525313072361186e+01,3.268294118684715865e-01,1.952012996341899509e+01,5.968764141604898654e-01,2.313338317783232156e+01,1.952274291936981765e+00,-1.669745825573377829e+01,3.678065520001799982e+00,4.267472075137761323e+01,1.753128301193138228e+01,-3.743695645102431513e+01,2.358297946266527489e+01,3.855480895015853804e+01,1.196265074313206753e+02,-2.070433397292663624e-01,7.646145079798168931e-01,9.081154475163717432e-01,5.707288906158529407e-02
8.666666666666666963e-01,1.981554045201671954e+01,3.264953113278100116e-01,1.945491354435239018e+01,5.890816428494431989e-01,2.330047393242785958e+01,2.008205794304408265e+00,-1.684209800555813885e+01,3.749487094800580067e+00,4.325838100798165442e+01,1.776145012614774288e+01,-3.694879549952820241e+01,2.324723124805563401e+01,3.124879381870959349e+01,7.794406415277214251e+01,-2.587649374321709939e-01,7.992827921588909756e-01,9.017401976187044976e-01,6.111614288156252267e-02
8.705555555555556380e-01,1.990648199517764994e+01,3.262334642886013381e-01,1.938913833478347470e+01,5.812903963196902613e-01,2.346984286680265086e+01,2.065639098459961964e+00,-1.698483468041596467e+01,3.820480439182135868e+00,4.384637178211526276e+01,1.799518260690771854e+01,-3.645824630893284279e+01,2.290822754211671608e+01,2.631356103605289221e+01,5.478328871009478007e+01,-3.113616746906285315e-01,8.347063414625208733e-01,8.951503705744134898e-01,6.530556425668922194e-02
