redshift_derivative_order,ell,s_Mpc_h,value,jackknife_sigma
1.000000000000000000e+00,2.000000000000000000e+00,1.380000000000000000e+02,7.162388077064607518e-05,3.416790529551352266e-03
1.000000000000000000e+00,2.000000000000000000e+00,1.420000000000000000e+02,-1.819025018361216566e-03,3.478998580901135427e-03
1.000000000000000000e+00,2.000000000000000000e+00,1.460000000000000000e+02,1.570491874694199480e-03,3.307840735447521718e-03
1.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+02,-3.983385564833494957e-03,3.274981257175419141e-03
1.000000000000000000e+00,2.000000000000000000e+00,1.540000000000000000e+02,1.069969916081880100e-03,3.048364474957500000e-03
1.000000000000000000e+00,2.000000000000000000e+00,1.580000000000000000e+02,-2.899997172014800485e-03,3.267861349787476270e-03
1.000000000000000000e+00,4.000000000000000000e+00,4.200000000000000000e+01,6.415054049650755624e-03,1.376093122565062200e-02
1.000000000000000000e+00,4.000000000000000000e+00,4.600000000000000000e+01,-3.948681320420944878e-03,1.081275027168165231e-02
1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+01,7.666768544055894107e-03,1.096744675083993585e-02
1.000000000000000000e+00,4.000000000000000000e+00,5.400000000000000000e+01,-9.657798736553256311e-03,9.698638439312345927e-03
1.000000000000000000e+00,4.000000000000000000e+00,5.800000000000000000e+01,5.329634486036869366e-03,9.099705797622252568e-03
1.000000000000000000e+00,4.000000000000000000e+00,6.200000000000000000e+01,-2.502434097497946777e-03,8.613392691530474474e-03
1.000000000000000000e+00,4.000000000000000000e+00,6.600000000000000000e+01,2.814393768545580578e-03,7.539946060642579995e-03
1.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+01,-8.929217884839489583e-03,8.115525098249060099e-03
1.000000000000000000e+00,4.000000000000000000e+00,7.400000000000000000e+01,-1.668526531017990727e-02,7.079882132746325232e-03
1.000000000000000000e+00,4.000000000000000000e+00,7.800000000000000000e+01,5.028838350884053468e-03,7.025023016491510446e-03
1.000000000000000000e+00,4.000000000000000000e+00,8.200000000000000000e+01,-6.336415783289589196e-03,7.303965048093789304e-03
1.000000000000000000e+00,4.000000000000000000e+00,8.600000000000000000e+01,-1.196464613035663413e-03,6.651838200191689809e-03
1.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+01,-2.670314666499504913e-03,5.551382818804956668e-03
1.000000000000000000e+00,4.000000000000000000e+00,9.400000000000000000e+01,-3.750137643408513709e-03,6.580611419018558665e-03
1.000000000000000000e+00,4.000000000000000000e+00,9.800000000000000000e+01,-4.602928375450449430e-03,5.562794158530805916e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.020000000000000000e+02,-3.657448717704160635e-03,5.530340980012968255e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.060000000000000000e+02,-1.039455616857378265e-02,5.767164697157675310e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.100000000000000000e+02,1.053813604766902154e-02,5.128562211855494657e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.140000000000000000e+02,-4.305835694657014247e-03,5.597615613533854159e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.180000000000000000e+02,6.746493935770169360e-04,5.074370372275808193e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.220000000000000000e+02,1.191528582008375163e-03,5.196795164394599209e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.260000000000000000e+02,-3.893557069688841250e-04,4.973405383473961106e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.300000000000000000e+02,-7.258185647984465028e-03,4.797751700378637303e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.340000000000000000e+02,1.821354035343160978e-03,4.604751878991294491e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.380000000000000000e+02,-6.469484495272303810e-05,4.536561456615823863e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.420000000000000000e+02,8.336845300931962355e-05,4.229717742028200195e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.460000000000000000e+02,4.024829034405082683e-03,4.339122129379690065e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.500000000000000000e+02,2.956365890192336372e-03,4.476227637492537215e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.540000000000000000e+02,1.608787357379839241e-03,4.139695942293233552e-03
1.000000000000000000e+00,4.000000000000000000e+00,1.580000000000000000e+02,-1.626918324004144895e-03,3.666051221498550002e-03
2.000000000000000000e+00,0.000000000000000000e+00,4.200000000000000000e+01,-1.701590486307181377e-02,2.658684304906044904e-02
2.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01,-6.924452348870069329e-03,2.453699966624265510e-02
2.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,3.162852383757116387e-02,1.878438136371749986e-02
2.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,-2.618921474854507547e-02,2.084204650599434314e-02
2.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,-1.540679096724847756e-02,2.106095459640795406e-02
2.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,2.417370138719370301e-02,1.714242664024517512e-02
2.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,6.486818605487513524e-03,1.688872178537411881e-02
2.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,2.055650717676140576e-02,1.798151115478708803e-02
2.000000000000000000e+00,0.000000000000000000e+00,7.400000000000000000e+01,-1.984957065877100951e-03,1.780639285748087872e-02
2.000000000000000000e+00,0.000000000000000000e+00,7.800000000000000000e+01,1.101295821872087279e-02,1.528384423164339326e-02
2.000000000000000000e+00,0.000000000000000000e+00,8.200000000000000000e+01,1.568282627485672459e-02,1.384663543924632804e-02
2.000000000000000000e+00,0.000000000000000000e+00,8.600000000000000000e+01,7.817884805882842000e-03,1.333857908405353294e-02
2.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,-2.573966206443895413e-03,1.245511924768716479e-02
